time,watts,cadence,heartrate,altitude,velocity_smooth,moving,grade_smooth,temp,torque
392,175,93,118,311.0,0.0,true,0.0,20,18
393,160,91,119,310.8,0.0,true,0.0,20,17
394,148,90,120,310.8,0.0,true,0.0,20,16
395,151,90,120,310.8,0.0,true,0.0,20,16
396,151,89,120,310.8,0.0,true,0.0,20,16
397,166,89,120,311.4,0.0,true,0.0,20,18
398,149,90,120,311.4,0.0,true,0.0,20,16
399,151,90,120,311.4,0.0,true,0.0,20,16
400,151,89,120,310.8,0.0,true,0.0,20,16
401,167,90,120,311.0,0.0,true,0.0,20,18
402,154,90,120,311.0,0.0,true,0.0,20,16
403,153,90,121,311.0,0.0,true,0.0,20,16
404,157,90,122,311.2,0.0,true,0.0,20,17
405,160,90,122,311.2,0.0,true,0.0,20,17
406,154,90,122,311.2,0.0,true,0.0,20,16
407,150,90,122,311.2,0.0,true,0.0,20,16
408,162,90,122,310.8,0.0,true,0.0,20,17
409,156,90,122,310.8,0.0,true,0.0,20,17
410,150,90,121,310.8,0.0,true,0.0,20,16
411,150,90,121,310.8,0.0,true,0.0,20,16
412,152,89,122,310.8,0.0,true,0.0,20,16
413,142,89,121,311.2,0.0,true,0.0,20,15
414,154,89,122,311.2,0.0,true,0.0,20,17
415,157,89,122,311.2,0.0,true,0.0,20,17
416,146,89,122,311.2,0.0,true,0.0,20,16
417,157,89,122,311.4,0.0,true,0.0,20,17
418,153,89,122,311.4,0.0,true,0.0,20,16
419,138,88,122,311.4,0.0,true,0.0,20,15
420,145,87,122,311.4,0.0,true,0.0,20,16
421,142,87,122,311.4,0.0,true,0.0,20,16
422,143,88,122,311.4,0.0,true,0.0,20,16
423,143,88,122,311.4,0.0,true,0.0,20,16
424,141,87,122,311.4,0.0,true,0.0,20,15
425,148,87,122,311.2,0.0,true,0.0,20,16
426,152,87,123,311.2,0.0,true,0.0,20,17
427,129,87,123,311.2,0.0,true,0.0,20,14
428,147,86,123,311.2,0.0,true,0.0,20,16
429,158,87,125,311.4,0.0,true,0.0,20,17
430,139,87,124,311.4,0.0,true,0.0,20,15
431,148,87,125,311.4,0.0,true,0.0,20,16
432,134,86,125,311.4,0.0,true,0.0,21,15
433,145,86,125,311.2,0.0,true,0.0,21,16
434,144,87,125,311.2,0.0,true,0.0,21,16
435,134,86,124,311.2,0.0,true,0.0,21,15
436,132,85,124,311.2,0.0,true,0.0,21,15
437,141,85,124,311.4,0.0,true,0.0,21,16
438,142,86,124,311.4,0.0,true,0.0,21,16
439,145,86,124,311.4,0.0,true,0.0,21,16
440,146,87,124,311.0,0.0,true,0.0,21,16
441,132,87,124,311.0,0.0,true,0.0,21,14
442,134,86,124,311.0,0.0,true,0.0,21,15
443,144,86,124,311.0,0.0,true,0.0,21,16
444,142,86,124,311.0,0.0,true,0.0,21,16
445,145,87,124,311.4,0.0,true,0.0,21,16
446,142,87,124,311.4,0.0,true,0.0,21,16
447,147,87,124,311.4,0.0,true,0.0,21,16
448,143,87,124,311.2,0.0,true,0.0,21,16
449,147,87,124,311.0,0.0,true,0.0,21,16
450,136,87,124,311.0,0.0,true,0.0,21,15
451,133,87,125,311.0,0.0,true,0.0,21,15
452,145,87,126,311.0,0.0,true,0.0,21,16
453,145,87,126,310.8,0.0,true,0.0,21,16
454,138,87,126,310.8,0.0,true,0.0,21,15
455,140,86,126,310.8,0.0,true,0.0,21,16
456,144,86,127,310.8,0.0,true,0.0,21,16
457,141,86,127,311.2,0.0,true,0.0,21,16
458,137,86,127,311.2,0.0,true,0.0,21,15
459,131,86,127,311.2,0.0,true,0.0,21,15
460,137,85,127,311.0,0.0,true,0.0,21,15
461,141,85,127,311.4,0.0,true,0.0,21,16
462,135,86,127,311.4,0.0,true,0.0,21,15
463,153,87,127,311.4,0.0,true,0.0,21,17
464,148,88,127,311.0,0.0,true,0.0,21,16
465,131,87,127,310.8,0.0,true,0.0,21,14
466,137,87,127,310.8,0.0,true,0.0,21,15
467,138,87,127,310.8,0.0,true,0.0,21,15
468,150,86,127,311.2,0.0,true,0.0,21,17
469,141,87,127,310.8,0.0,true,0.0,21,15
470,144,87,127,310.8,0.0,true,0.0,21,16
471,133,86,127,310.8,0.0,true,0.0,21,15
472,131,86,127,311.2,0.0,true,0.0,21,15
473,151,86,127,310.8,0.0,true,0.0,21,17
474,147,86,127,310.8,0.0,true,0.0,21,16
475,139,87,127,310.8,0.0,true,0.0,21,15
476,142,87,127,311.2,0.0,true,0.0,21,16
477,141,87,127,311.2,0.0,true,0.0,21,15
478,143,87,127,311.2,0.0,true,0.0,21,16
479,139,87,127,311.2,0.0,true,0.0,21,15
480,136,87,127,310.8,0.0,true,0.0,21,15
481,138,87,127,311.2,0.0,true,0.0,21,15
482,138,87,127,311.2,0.0,true,0.0,21,15
483,142,87,127,311.2,0.0,true,0.0,21,16
484,137,87,127,311.2,0.0,true,0.0,21,15
485,144,86,127,311.4,0.0,true,0.0,21,16
486,132,87,127,311.4,0.0,true,0.0,21,14
487,129,86,127,311.4,0.0,true,0.0,21,14
488,141,85,126,311.4,0.0,true,0.0,21,16
489,143,86,127,311.2,0.0,true,0.0,21,16
490,142,87,127,311.2,0.0,true,0.0,21,16
491,131,87,127,311.2,0.0,true,0.0,21,14
492,136,86,127,311.4,0.0,true,0.0,21,15
493,129,87,127,311.2,0.0,true,0.0,21,14
494,130,86,127,311.2,0.0,true,0.0,21,14
495,136,85,127,311.2,0.0,true,0.0,21,15
496,131,85,127,311.2,0.0,true,0.0,21,15
497,131,85,127,311.6,0.0,true,0.0,21,15
498,147,85,127,311.6,0.0,true,0.0,21,17
499,141,85,127,311.6,0.0,true,0.0,21,16
500,143,86,127,311.6,0.0,true,0.0,21,16
501,122,86,127,311.4,0.0,true,0.0,21,14
502,142,86,127,311.4,0.0,true,0.0,21,16
503,132,86,127,311.4,0.0,true,0.0,21,15
504,127,85,127,311.4,0.0,true,0.0,21,14
505,134,85,127,311.2,0.0,true,0.0,21,15
506,146,85,127,311.2,0.0,true,0.0,21,16
507,132,86,127,311.2,0.0,true,0.0,21,15
508,134,86,127,311.6,0.0,true,0.0,21,15
509,135,85,127,311.4,0.0,true,0.0,21,15
510,132,86,127,311.4,0.0,true,0.0,21,15
511,136,86,127,311.4,0.0,true,0.0,21,15
512,136,86,127,311.4,0.0,true,0.0,21,15
